TIPO DE SÍMBOLO,CARACTERÍSTICA DE SÍMBOLO,MATERIAL,ESPACIO ASOCIADO,CATEGORÍA ESPACIO,DEDICACIÓN,PERSONAJE,DIRECCIÓN,MUNICIPIO,PROVINCIA,COMUNIDAD,AÑO DE INAUGURACIÓN,ESTADO,FECHA RETIRADA,Nº HABITANTES,LATITUD,LONGITUD,FUENTE,ALTURA
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Ritort i Faus, 9",Tarragona,Tarragona,Cataluña,1955,Activo,,134515,41.12048490000001,1.2503574,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pin i Soler, 15",Tarragona,Tarragona,Cataluña,1955,Activo,,134515,41.12101,1.2507862,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Baró de les Quatre Torres, 11",Tarragona,Tarragona,Cataluña,1966,Activo,,134515,41.1196381,1.2498317,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Hernández Sanahuja, 15",Tarragona,Tarragona,Cataluña,1967,Activo,,134515,41.1194566,1.25216,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"López Peláez, 10",Tarragona,Tarragona,Cataluña,1927,Activo,,134515,41.1183227,1.2514573,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"López Peláez, 11",Tarragona,Tarragona,Cataluña,1955,Activo,,134515,41.1186771,1.2515211,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Catalunya, 26",Tarragona,Tarragona,Cataluña,1963,Activo,,134515,41.1209782,1.2511423,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Taquígraf Martí, 13",Tarragona,Tarragona,Cataluña,1965,Activo,,134515,41.1200274,1.2502808,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Taquígraf Martí, 9",Tarragona,Tarragona,Cataluña,1960,Activo,,134515,41.1198276,1.2505814,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Xavier Montsalvatge, 7a",Tarragona,Tarragona,Cataluña,1979,Activo,,134515,41.1116265,1.2393989,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Xavier Montsalvatge, 7b",Tarragona,Tarragona,Cataluña,1979,Activo,,134515,41.1116265,1.2393989,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Torres Jordi, 20a",Tarragona,Tarragona,Cataluña,1978,Activo,,134515,41.1124094,1.2392816,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Torres Jordi, 20b",Tarragona,Tarragona,Cataluña,1978,Activo,,134515,41.1121483,1.2391666,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa calle,Piedra,Vivienda,Privado,Falange,Falange,"Gaià, s/n",Tarragona,Tarragona,Cataluña,1954,Activo,,134515,41.182896,1.3740556,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Via Augusta, 85",Tarragona,Tarragona,Cataluña,1965,Activo,,134515,41.1170053,1.2642265,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Riu Anoia, Bloc B",Tarragona,Tarragona,Cataluña,1950,Activo,,134515,41.12078810000001,1.2096581,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Riu Anoia, Bloc C",Tarragona,Tarragona,Cataluña,1950,Activo,,134515,41.12078810000001,1.2096581,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Riu Anoia, Bloc A",Tarragona,Tarragona,Cataluña,1950,Activo,,134515,41.1208347,1.2107722,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gomera, 14",Tarragona,Tarragona,Cataluña,1972,Activo,,134515,41.1218656,1.2135886,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gaià, 26",Tarragona,Tarragona,Cataluña,1960,Activo,,134515,41.1206723,1.2521594,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"València, 221",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1154968,1.2141787,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"carretera de València, 221",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1154968,1.2141787,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Carretera de València, 221",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1154968,1.2141787,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Carretera de València, 221",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1154968,1.2141787,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"carretera de València, 221",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1154968,1.2141787,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"carretera de València, 221",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1154968,1.2141787,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"carretera de València, 221",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1154968,1.2141787,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Y, 3",Tarragona,Tarragona,Cataluña,1969,Activo,,134515,41.118339,1.2520203,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Y, 3",Tarragona,Tarragona,Cataluña,1969,Activo,,134515,41.118339,1.2520203,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Riu Foix, 1",Tarragona,Tarragona,Cataluña,1965,Activo,,134515,41.1157432,1.2118831,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Riu Foix, 1",Tarragona,Tarragona,Cataluña,1965,Activo,,134515,41.1157432,1.2118831,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"X, 5",Tarragona,Tarragona,Cataluña,1966,Activo,,134515,41.1188827,1.2444909,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"X, 5",Tarragona,Tarragona,Cataluña,1966,Activo,,134515,41.1188827,1.2444909,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"X, 5",Tarragona,Tarragona,Cataluña,1966,Activo,,134515,41.1188827,1.2444909,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"X, 5",Tarragona,Tarragona,Cataluña,1966,Activo,,134515,41.1188827,1.2444909,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Riu Montsant, 12",Tarragona,Tarragona,Cataluña,1965,Activo,,134515,41.1166418,1.2123463,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Riu Montsant, 12",Tarragona,Tarragona,Cataluña,1965,Activo,,134515,41.1166418,1.2123463,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Prades, 18A",Tarragona,Tarragona,Cataluña,1980,Activo,,134515,41.1172157,1.2137192,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Prades, 18B",Tarragona,Tarragona,Cataluña,1980,Activo,,134515,41.1173776,1.2137171,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Prades, 18C",Tarragona,Tarragona,Cataluña,1980,Activo,,134515,41.1175528,1.2137055,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Prades, 18D",Tarragona,Tarragona,Cataluña,1980,Activo,,134515,41.1177244,1.213712,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Prades, 24B",Tarragona,Tarragona,Cataluña,1977,Activo,,134515,41.11762,1.21291,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Prades, 29",Tarragona,Tarragona,Cataluña,1977,Activo,,134515,41.11817,1.21272,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Prades, 25A",Tarragona,Tarragona,Cataluña,1976,Activo,,134515,41.11821,1.21335,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Priorat, 2",Tarragona,Tarragona,Cataluña,1980,Activo,,134515,41.1163314,1.2212185,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Francolí, 29",Tarragona,Tarragona,Cataluña,1966,Activo,,134515,41.1171995,1.2210602,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Francolí, 33",Tarragona,Tarragona,Cataluña,1967,Activo,,134515,41.1174436,1.2208472,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Francolí, 63",Tarragona,Tarragona,Cataluña,1963,Activo,,134515,41.1190322,1.2201309,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"València, de, 219B",Tarragona,Tarragona,Cataluña,1969,Activo,,134515,39.4699075,-0.3762881,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"València, de, 219C",Tarragona,Tarragona,Cataluña,1969,Activo,,134515,41.11519910000001,1.209951,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"València, de, 219F",Tarragona,Tarragona,Cataluña,1969,Activo,,134515,39.4699075,-0.3762881,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Montblanc, 16",Tarragona,Tarragona,Cataluña,1980,Activo,,134515,41.1168491,1.2183283,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Montblanc, 9",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1166051,1.2187364,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Priorat, 21",Tarragona,Tarragona,Cataluña,1973,Activo,,134515,41.1158931,1.2190783,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Tortosa, 25",Tarragona,Tarragona,Cataluña,1960,Activo,,134515,41.1179901,1.2187028,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Tortosa, 27",Tarragona,Tarragona,Cataluña,1960,Activo,,134515,41.118205,1.2186555,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Tortosa, 31",Tarragona,Tarragona,Cataluña,1960,Activo,,134515,41.1186206,1.2183429,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Església, de l', 2",Tarragona,Tarragona,Cataluña,1962,Activo,,134515,41.1171163,1.2581305,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Balaguer, 11",Tarragona,Tarragona,Cataluña,1978,Activo,,134515,41.11708340000001,1.2197613,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Priorat, 14b",Tarragona,Tarragona,Cataluña,1975,Activo,,134515,41.1161269,1.2204391,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Priorat, 14A",Tarragona,Tarragona,Cataluña,1975,Activo,,134515,41.1160193,1.2204569,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Vint-i-quatre, 2",Tarragona,Tarragona,Cataluña,1972,Activo,,134515,41.12064669999999,1.1913026,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Vint-i-quatre, 12A",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1212043,1.1915619,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Masricard, 46",Tarragona,Tarragona,Cataluña,1973,Activo,,134515,41.1187575,1.1833416,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Masricard, 6a",Tarragona,Tarragona,Cataluña,1964,Activo,,134515,41.1205629,1.1812489,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Major de Masricard, 19",Tarragona,Tarragona,Cataluña,1979,Activo,,134515,41.1182833,1.1838742,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Escultor Martorell, 51B",Tarragona,Tarragona,Cataluña,1968,Activo,,134515,41.118472,1.1842424,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Escultor Martorell, 35",Tarragona,Tarragona,Cataluña,1977,Activo,,134515,41.11972,1.18364,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Escultor Martorell, 6",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.120705,1.1821223,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Masricard, 9",Tarragona,Tarragona,Cataluña,1957,Activo,,134515,41.1187575,1.1833416,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Nou, 4",Tarragona,Tarragona,Cataluña,1960,Activo,,134515,41.127051,1.272851,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Pau, s/n",Tarragona,Tarragona,Cataluña,1973,Activo,,134515,41.1387666,1.2540389,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Andreu, C",Tarragona,Tarragona,Cataluña,1972,Activo,,134515,41.1101608,1.2416839,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Simó, D",Tarragona,Tarragona,Cataluña,1972,Activo,,134515,41.1391558,1.2523276,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Francolí, 95",Tarragona,Tarragona,Cataluña,1966,Activo,,134515,41.1212168,1.2199244,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gaià, 12",Tarragona,Tarragona,Cataluña,1963,Activo,,134515,41.1215043,1.2187601,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Montblanc, 78",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1204318,1.2160563,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Montblanc, 62A",Tarragona,Tarragona,Cataluña,1978,Activo,,134515,41.1196729,1.2168015,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gran Canària, 2",Tarragona,Tarragona,Cataluña,1979,Activo,,134515,41.1222968,1.2157171,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Tenerife, 8",Tarragona,Tarragona,Cataluña,1979,Activo,,134515,41.1220678,1.2161018,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gran Canària, 1",Tarragona,Tarragona,Cataluña,1975,Activo,,134515,41.1225344,1.2152427,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gran Canària, 3",Tarragona,Tarragona,Cataluña,1975,Activo,,134515,41.1226207,1.2149187,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Benilde, 3",Tarragona,Tarragona,Cataluña,1972,Activo,,134515,41.1204217,1.2146994,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Benilde, 5",Tarragona,Tarragona,Cataluña,1972,Activo,,134515,41.120379,1.2145491,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Benilde, 7",Tarragona,Tarragona,Cataluña,1972,Activo,,134515,41.1203148,1.2143959,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Menorca, 3",Tarragona,Tarragona,Cataluña,1972,Activo,,134515,41.1205897,1.2141223,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gran Canària, 6",Tarragona,Tarragona,Cataluña,1968,Activo,,134515,41.1206648,1.2134488,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gran Canària, 8",Tarragona,Tarragona,Cataluña,1968,Activo,,134515,41.12062299999999,1.2132962,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gran Canària, 10",Tarragona,Tarragona,Cataluña,1968,Activo,,134515,41.120562,1.2131431,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Benilde, 13",Tarragona,Tarragona,Cataluña,1968,Activo,,134515,41.12009,1.21354,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Benilde, 11",Tarragona,Tarragona,Cataluña,1968,Activo,,134515,41.1200626,1.213639,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Benilde, 9",Tarragona,Tarragona,Cataluña,1968,Activo,,134515,41.12010919999999,1.2137874,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Illes Balears, 2",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1207399,1.2149315,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Illes Balears, 4",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1206718,1.2153825,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Illes Balears, 6",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1206718,1.2153825,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Illes Balears, 1",Tarragona,Tarragona,Cataluña,1974,Activo,,134515,41.1210683,1.2155453,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Illes Balears, 8",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1210799,1.2147703,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Illes Balears, 10",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.120852,1.215296,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Illes Balears, 12",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.120852,1.215296,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Illes Balears, 14",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1211306,1.215162,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Illes Balears, 16",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1211306,1.215162,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Illes Balears, 18",Tarragona,Tarragona,Cataluña,1970,Activo,,134515,41.1211306,1.215162,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Illes Balears, 7",Tarragona,Tarragona,Cataluña,1972,Activo,,134515,41.121602,1.215013,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Menorca, 5",Tarragona,Tarragona,Cataluña,1972,Activo,,134515,41.1215404,1.2134274,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Menorca, 7",Tarragona,Tarragona,Cataluña,1972,Activo,,134515,41.1215404,1.2134274,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gomera, 12",Tarragona,Tarragona,Cataluña,1972,Activo,,134515,41.1219279,1.2137236,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Mossèn Ritort i Faus, 3",Tarragona,Tarragona,Cataluña,1966,Activo,,134515,41.1201855,1.2508773,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Azulejo,Cerámica,Vivienda,Privado,Dirección general de regiones devastadas,Dirección general de regiones devastadas,"Sant Miquel, 19",Tarragona,Tarragona,Cataluña,1939,Activo,,134515,41.112046,1.2491314,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Antoni Gaudí, 2",Torres de Segre,Lleida,Cataluña,1955,Activo,,2277,41.5287868,0.520942,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Antoni Gaudí, 4",Torres de Segre,Lleida,Cataluña,1955,Activo,,2277,41.5287718,0.5209678,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Antoni Gaudí, 3",Torres de Segre,Lleida,Cataluña,1955,Activo,,2277,41.52964,0.5212099,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Antoni Gaudí, 8",Torres de Segre,Lleida,Cataluña,1955,Activo,,2277,41.5285626,0.521,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Antoni Gaudí, 10",Torres de Segre,Lleida,Cataluña,1955,Activo,,2277,41.5284525,0.5209916000000001,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
