TIPO DE SÍMBOLO,CARACTERÍSTICA DE SÍMBOLO,MATERIAL,ESPACIO ASOCIADO,CATEGORÍA ESPACIO,DEDICACIÓN,PERSONAJE,DIRECCIÓN,MUNICIPIO,PROVINCIA,COMUNIDAD,AÑO DE INAUGURACIÓN,ESTADO,FECHA RETIRADA,Nº HABITANTES,LATITUD,LONGITUD,FUENTE,ALTURA
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pietat, de la (edifici de Sant Elm), 13",Arenys de Mar,Barcelona,Cataluña,1965,Retirado,06/09/2021,15776,41.57733109999999,2.5454788,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Crist, 81",Balaguer,Lleida,Cataluña,1967,Activo,,17162,41.7898856,0.8138768,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Santa Joaquima Verduna, 1",Balaguer,Lleida,Cataluña,1976,Activo,,17162,41.7877143,0.8008388,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Crist, 61",Balaguer,Lleida,Cataluña,1965,Activo,,17162,41.7910114,0.8126997,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Crist, 44",Balaguer,Lleida,Cataluña,1964,Activo,,17162,41.7909173,0.8122720999999999,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Crist, 10",Balaguer,Lleida,Cataluña,1972,Activo,,17162,41.7928031,0.8091235999999999,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Lluís, 2",Balaguer,Lleida,Cataluña,1969,Activo,,17162,41.7932867,0.8095760999999999,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Urgell, 42",Balaguer,Lleida,Cataluña,1968,Activo,,17162,41.7925929,0.8115654999999999,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Urgell, 67",Balaguer,Lleida,Cataluña,1965,Activo,,17162,41.7914394,0.8153587000000001,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Bellcaire, 5",Balaguer,Lleida,Cataluña,1966,Activo,,17162,41.7583443,0.9044696,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Bellcaire, 6",Balaguer,Lleida,Cataluña,1963,Activo,,17162,41.7877143,0.8008388,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Bellcaire, 11",Balaguer,Lleida,Cataluña,1969,Activo,,17162,41.7877143,0.8008388,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Bellcaire, 12",Balaguer,Lleida,Cataluña,1965,Activo,,17162,41.7583443,0.9044696,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Bellcaire, 21",Balaguer,Lleida,Cataluña,1968,Activo,,17162,41.7877143,0.8008388,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Ramon Llull, 4",Balaguer,Lleida,Cataluña,1973,Activo,,17162,41.7917275,0.8150158,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Urgell, 74",Balaguer,Lleida,Cataluña,1960,Activo,,17162,41.7919701,0.8134139,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Urgell, 41",Balaguer,Lleida,Cataluña,1926,Activo,,17162,41.7921065,0.8135192,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Urgell, 15",Balaguer,Lleida,Cataluña,1967,Activo,,17162,41.7928319,0.8114977,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gregori Marañón, 8",Balaguer,Lleida,Cataluña,1967,Activo,,17162,41.7933365,0.8114300999999999,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gregori Marañón, 4",Balaguer,Lleida,Cataluña,1967,Activo,,17162,41.793193,0.8113342,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Gregori Marañón, 6",Balaguer,Lleida,Cataluña,1967,Activo,,17162,41.7932448,0.8114541000000001,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Camarasa, 12",Balaguer,Lleida,Cataluña,1972,Activo,,17162,41.7932863,0.8124709,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Marañón, 9",Balaguer,Lleida,Cataluña,1969,Activo,,17162,41.7935885,0.8113678999999999,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Montsec, 3",Balaguer,Lleida,Cataluña,1968,Activo,,17162,41.7946631,0.8117057,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Crist, 8",Balaguer,Lleida,Cataluña,1975,Activo,,17162,41.7929034,0.8091153,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Lluís, 18",Balaguer,Lleida,Cataluña,1970,Activo,,17162,41.79196839999999,0.8092043,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Josep Calassanç, 10",Balaguer,Lleida,Cataluña,1973,Activo,,17162,41.7925532,0.8093024,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sant Josep Calassanç, 4",Balaguer,Lleida,Cataluña,1973,Activo,,17162,41.7925499,0.8087054,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Sanahuja, 10",Balaguer,Lleida,Cataluña,1960,Activo,,17162,41.7904852,0.809175,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pare Sanahuja, 34",Balaguer,Lleida,Cataluña,1960,Activo,,17162,41.7901383,0.8113625,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Dr. Fleming, 35",Balaguer,Lleida,Cataluña,1977,Activo,,17162,41.7927778,0.8108333,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Barcelona, 23",Balaguer,Lleida,Cataluña,1974,Activo,,17162,41.3850639,2.1734035,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Barcelona, 22",Balaguer,Lleida,Cataluña,1962,Activo,,17162,41.3759686,2.1344608,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Barcelona, 32",Balaguer,Lleida,Cataluña,1960,Activo,,17162,41.3850639,2.1734035,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Barcelona, 30",Balaguer,Lleida,Cataluña,1960,Activo,,17162,41.3850639,2.1734035,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Barcelona, 26",Balaguer,Lleida,Cataluña,1960,Activo,,17162,41.7906313,0.8115098,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Sardana, 4",Balaguer,Lleida,Cataluña,1979,Activo,,17162,41.78926999999999,0.81175,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Bellmunt, 19",Balaguer,Lleida,Cataluña,1960,Activo,,17162,41.7899085,0.8133031,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Bellmunt, 3",Balaguer,Lleida,Cataluña,1961,Activo,,17162,41.7891323,0.8131657999999999,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Estació, 53",Balaguer,Lleida,Cataluña,1954,Activo,,17162,41.788903,0.8139168999999999,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Barri Nou, 23",Balaguer,Lleida,Cataluña,1970,Activo,,17162,41.7881453,0.8042498,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Castelló, 14",Balaguer,Lleida,Cataluña,1969,Activo,,17162,41.7867829,0.7963749,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pablo Neruda, 3",Balaguer,Lleida,Cataluña,1969,Activo,,17162,41.7868118,0.7959632999999999,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pablo Neruda, 4",Balaguer,Lleida,Cataluña,1969,Activo,,17162,41.7919281,0.8060409,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pablo Neruda, 5",Balaguer,Lleida,Cataluña,1969,Activo,,17162,41.7919281,0.8060409,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pablo Neruda, 6",Balaguer,Lleida,Cataluña,1969,Activo,,17162,41.78709,0.7961699999999999,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Frederic Solé, 3",Balaguer,Lleida,Cataluña,1969,Activo,,17162,41.7869699,0.7964700000000001,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Frederic Solé, 4",Balaguer,Lleida,Cataluña,1969,Activo,,17162,41.7869896,0.7966995,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Frederic Solé, 8",Balaguer,Lleida,Cataluña,1969,Activo,,17162,41.7872456,0.7965941,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Almatà, 54",Balaguer,Lleida,Cataluña,1965,Activo,,17162,41.7868722,0.8113225,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Noguera Pallaresa, 32",Balaguer,Lleida,Cataluña,1967,Activo,,17162,41.7898749,0.8142178,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Mural,Pintura,Vivienda,Privado,Falange,Falange,"Mercadal, s/n",Balaguer,Lleida,Cataluña,1940,Activo,,17162,41.7899278,0.805381,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Mural,Pintura,Vivienda,Privado,Falange,Falange,"Francesc Borràs, s/n",Balaguer,Lleida,Cataluña,1939,Activo,,17162,41.7919281,0.8060409,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Urgell, 1",Bellvís,Lleida,Cataluña,1975,Retirado,12/07/1905,2255,41.6686264,0.8146112,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Lápida,Piedra,Iglesia,Privado,Caídos,Caídos,"Catalunya, s/n",Bot,Tarragona,Cataluña,1939,Activo,,573,41.0091387,0.3848414,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Mural,Pintura,Vivienda,Privado,Jose Antonio Primo de Rivera,Jose Antonio Primo de Rivera,"Caseres, s/n",Bot,Tarragona,Cataluña,1938,Activo,,573,41.0394453,0.2511497,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Mural,Pintura,Vivienda,Privado,Francisco Franco,Francisco Franco,"Aragó, 7",Caseres,Tarragona,Cataluña,1938,Activo,,259,41.0387384,0.2511556,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Mural,Pintura,Vivienda,Privado,Falange,Falange,"Major, s/n",Caseres,Tarragona,Cataluña,1938,Activo,,259,41.0394453,0.2511497,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Lápida,Piedra,Iglesia,Privado,Caídos,Caídos,"Església, s/n",Caseres,Tarragona,Cataluña,1938,Activo,,259,41.0394453,0.2511497,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Mural,Pintura,Vivienda,Privado,Falange,Falange,"Major, s/n",Caseres,Tarragona,Cataluña,1938,Activo,,259,41.0394453,0.2511497,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Lápida,Piedra,Paraje Natural,Público,Caídos,Caídos,"TV-3344, Km 1",Caseres,Tarragona,Cataluña,1938,Activo,,259,41.0394453,0.2511497,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Monumentos y conjuntos monumentales,Cruz,Piedra,Paraje Natural,Público,Caídos,Caídos,"Major, 111",Castellbisbal,Barcelona,Cataluña,1941,Retirado,02/07/1905,12390,41.482929,1.9869293,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Primavera, 72",Cerdanyola del Vallès,Barcelona,Cataluña,1980,Activo,,57403,41.4871305,2.1389542,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Primavera, 76",Cerdanyola del Vallès,Barcelona,Cataluña,1980,Activo,,57403,41.4868696,2.138598,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Francolí, 2",Cerdanyola del Vallès,Barcelona,Cataluña,1962,Activo,,57403,41.4960408,2.1382791,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Francolí, 4",Cerdanyola del Vallès,Barcelona,Cataluña,1962,Activo,,57403,41.4955631,2.137678,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Francolí, 8 B",Cerdanyola del Vallès,Barcelona,Cataluña,1962,Activo,,57403,41.4951476,2.1371374,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Lápida,Piedra,Cementerio,Público,Caídos,Caídos,"Roures, del, s/n",Corbera d'Ebre,Tarragona,Cataluña,1944,Activo,,1016,41.0768503,0.4755993,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Conmemorativa,Azulejo,Vivienda,Privado,Dirección general de regiones devastadas,Dirección general de regiones devastadas,"Poble Nou, s/n",Corbera d'Ebre,Tarragona,Cataluña,1945,Activo,,1016,41.0781977,0.4783025,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Conmemorativa,Metal,Iglesia,Privado,Dirección general de regiones devastadas,Dirección general de regiones devastadas,"Església, de l', s/n",Corbera d'Ebre,Tarragona,Cataluña,1948,Activo,,1016,41.0779725,0.4751084,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Nostra Senyora de la Mercè, 9",Cubelles,Barcelona,Cataluña,1977,Activo,,15329,41.2120093,1.6776874,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Josep Mestres, 43891",Cubelles,Barcelona,Cataluña,1977,Activo,,15329,41.2121825,1.6758469,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Lápida,Piedra,Cementerio,Público,Caídos,Caídos,"Cementiri, del, s/n","Pinell de Brai, El",Tarragona,Cataluña,1940,Activo,,1017,41.0165076,0.5126246,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Conmemorativa,Metal,Espacio Urbano,Público,Dirección general de regiones devastadas,Dirección general de regiones devastadas,"Catalunya, 5","Pinell de Brai, El",Tarragona,Cataluña,1945,Activo,,1017,41.0180589,0.5150669999999999,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Conmemorativa,Metal,Institución Pública,Público,Dirección general de regiones devastadas,Dirección general de regiones devastadas,"Catalunya, 1","Pinell de Brai, El",Tarragona,Cataluña,1946,Activo,,1017,41.0174963,0.5153346,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Conmemorativa,Metal,Espacio Urbano,Público,Dirección general de regiones devastadas,Dirección general de regiones devastadas,"Catalunya, 3","Pinell de Brai, El",Tarragona,Cataluña,1944,Activo,,1017,41.0178317,0.5152053999999999,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Azulejo,Cerámica,Vivienda,Privado,Dirección general de regiones devastadas,Dirección general de regiones devastadas,"Major, s/n",Vinyols i els Arcs,Lleida,Cataluña,1961,Activo,,2056,41.1136522,1.0406382,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Monumentos y conjuntos monumentales,Cruz,Metal,Cementerio,Público,Caídos,Caídos,"Cementiri, del, s/n",Falset,Tarragona,Cataluña,1941,Activo,,2834,41.14540059999999,0.8204726,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Lápida,Piedra,Paraje Natural,Público,Caídos,Caídos,"Ctra C-252, km 55, ",Garriguella,Girona,Cataluña,1428,Activo / No retira,,855,42.0622936,3.0478599,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Mural,Pintura,Vivienda,Privado,Falange,Falange,"Montardit de Baix, s/n",Montardit de Baix,Lleida,Cataluña,1939,Activo,,6932,42.3835728,1.1156536,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Potau, 25",Montblanc,Tarragona,Cataluña,1979,Activo,,7364,41.37353,1.16555,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Potau, 22",Montblanc,Tarragona,Cataluña,1979,Activo,,7364,41.3734995,1.1654093,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Pintor Potau, 24",Montblanc,Tarragona,Cataluña,1979,Activo,,7364,41.373319,1.1653863,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Reus, 8",Montblanc,Tarragona,Cataluña,1957,Activo,,7364,41.372945,1.1638462,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Reus, 10",Montblanc,Tarragona,Cataluña,1957,Activo,,7364,41.3728334,1.1637594,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Reus, 12",Montblanc,Tarragona,Cataluña,1957,Activo,,7364,41.3729662,1.1637405,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Menéndez Pelayo, 2",Olesa de Montserrat,Barcelona,Cataluña,1969,Activo,,23904,41.5479569,1.8860079,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Almeria, 20",Olesa de Montserrat,Barcelona,Cataluña,1970,Activo,,23905,41.5474963,1.8867452,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Almeria, 32",Olesa de Montserrat,Barcelona,Cataluña,1970,Activo,,23906,41.5477143,1.8866543,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Almeria, 44",Olesa de Montserrat,Barcelona,Cataluña,1970,Activo,,23907,41.5478655,1.8866208,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Salvador Casas, 53",Olesa de Montserrat,Barcelona,Cataluña,1965,Activo,,23908,41.5433605,1.8904866,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Inscripciones y lápidas conmemorativas,Cruz,Piedra,Cementerio,Público,Caídos,Caídos,"Arquebisbe Ramon Torrella, s/n",Olesa de Montserrat,Barcelona,Cataluña,1939,Activo,,23909,41.5438654,1.8871175,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
Placas,Placa Vivienda,Metal,Vivienda,Privado,INV,INV,"Barcelona, 180",Pallejà,Barcelona,Cataluña,1970,Activo,,11508,41.4257283,1.9954187,https://banc.memoria.gencat.cat/ca/app/#/results/cens_simbologia?,ND
